Anno;Municipio;Eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Famiglie
2007;Municipio 6;80 anni e più;Femmine;4 e più;24
2007;Municipio 7;Da 18 a 34 anni;Maschi;1;3043
2007;Municipio 7;Da 18 a 34 anni;Maschi;2;1542
2007;Municipio 7;Da 18 a 34 anni;Maschi;3;833
2007;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;486
2007;Municipio 7;Da 35 a 64 anni;Maschi;1;7304
2007;Municipio 7;Da 35 a 64 anni;Maschi;2;6068
2007;Municipio 7;Da 35 a 64 anni;Maschi;3;6896
2007;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7765
2007;Municipio 7;Da 65 a 79 anni;Maschi;1;1999
2007;Municipio 7;Da 65 a 79 anni;Maschi;2;7002
2007;Municipio 7;Da 65 a 79 anni;Maschi;3;1985
2007;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;594
2007;Municipio 7;80 anni e più;Maschi;1;786
2007;Municipio 7;80 anni e più;Maschi;2;1881
2007;Municipio 7;80 anni e più;Maschi;3;274
2007;Municipio 7;80 anni e più;Maschi;4 e più;54
2007;Municipio 7;Da 18 a 34 anni;Femmine;1;2502
2007;Municipio 7;Da 18 a 34 anni;Femmine;2;890
2007;Municipio 7;Da 18 a 34 anni;Femmine;3;352
2007;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;215
2007;Municipio 7;Da 35 a 64 anni;Femmine;1;7063
2007;Municipio 7;Da 35 a 64 anni;Femmine;2;3983
2007;Municipio 7;Da 35 a 64 anni;Femmine;3;2260
2007;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;1615
2007;Municipio 7;Da 65 a 79 anni;Femmine;1;6306
2007;Municipio 7;Da 65 a 79 anni;Femmine;2;1723
2007;Municipio 7;Da 65 a 79 anni;Femmine;3;304
2007;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;113
2007;Municipio 7;80 anni e più;Femmine;1;4295
2007;Municipio 7;80 anni e più;Femmine;2;666
2007;Municipio 7;80 anni e più;Femmine;3;90
2007;Municipio 7;80 anni e più;Femmine;4 e più;32
2007;Municipio 8;Da 18 a 34 anni;Maschi;1;3260
2007;Municipio 8;Da 18 a 34 anni;Maschi;2;1657
2007;Municipio 8;Da 18 a 34 anni;Maschi;3;898
2007;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;528
2007;Municipio 8;Da 35 a 64 anni;Maschi;1;7529
2007;Municipio 8;Da 35 a 64 anni;Maschi;2;6250
2007;Municipio 8;Da 35 a 64 anni;Maschi;3;7102
2007;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;8004
2007;Municipio 8;Da 65 a 79 anni;Maschi;1;2156
2007;Municipio 8;Da 65 a 79 anni;Maschi;2;7540
2007;Municipio 8;Da 65 a 79 anni;Maschi;3;2113
2007;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;629
2007;Municipio 8;80 anni e più;Maschi;1;926
2007;Municipio 8;80 anni e più;Maschi;2;2217
2007;Municipio 8;80 anni e più;Maschi;3;325
2007;Municipio 8;80 anni e più;Maschi;4 e più;71
2007;Municipio 8;Da 18 a 34 anni;Femmine;1;2569
2007;Municipio 8;Da 18 a 34 anni;Femmine;2;915
2007;Municipio 8;Da 18 a 34 anni;Femmine;3;364
2007;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;225
2007;Municipio 8;Da 35 a 64 anni;Femmine;1;7098
2007;Municipio 8;Da 35 a 64 anni;Femmine;2;4011
2007;Municipio 8;Da 35 a 64 anni;Femmine;3;2284
2007;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;1633
2007;Municipio 8;Da 65 a 79 anni;Femmine;1;6931
2007;Municipio 8;Da 65 a 79 anni;Femmine;2;1886
2007;Municipio 8;Da 65 a 79 anni;Femmine;3;329
2007;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;120
2007;Municipio 8;80 anni e più;Femmine;1;4800
2007;Municipio 8;80 anni e più;Femmine;2;745
2007;Municipio 8;80 anni e più;Femmine;3;102
2007;Municipio 8;80 anni e più;Femmine;4 e più;46
2007;Municipio 9;Da 18 a 34 anni;Maschi;1;3734
2007;Municipio 9;Da 18 a 34 anni;Maschi;2;1903
2007;Municipio 9;Da 18 a 34 anni;Maschi;3;1032
2007;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;604
2007;Municipio 9;Da 35 a 64 anni;Maschi;1;7682
2007;Municipio 9;Da 35 a 64 anni;Maschi;2;6211
2007;Municipio 9;Da 35 a 64 anni;Maschi;3;7112
2007;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8083
2007;Municipio 9;Da 65 a 79 anni;Maschi;1;1842
2007;Municipio 9;Da 65 a 79 anni;Maschi;2;6423
2007;Municipio 9;Da 65 a 79 anni;Maschi;3;1827
2007;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;546
2007;Municipio 9;80 anni e più;Maschi;1;718
2007;Municipio 9;80 anni e più;Maschi;2;1727
2007;Municipio 9;80 anni e più;Maschi;3;250
2007;Municipio 9;80 anni e più;Maschi;4 e più;46
2007;Municipio 9;Da 18 a 34 anni;Femmine;1;2677
2007;Municipio 9;Da 18 a 34 anni;Femmine;2;952
2007;Municipio 9;Da 18 a 34 anni;Femmine;3;376
2007;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;229
2007;Municipio 9;Da 35 a 64 anni;Femmine;1;6808
2007;Municipio 9;Da 35 a 64 anni;Femmine;2;3838
2007;Municipio 9;Da 35 a 64 anni;Femmine;3;2191
2007;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;1570
2007;Municipio 9;Da 65 a 79 anni;Femmine;1;5774
2007;Municipio 9;Da 65 a 79 anni;Femmine;2;1574
2007;Municipio 9;Da 65 a 79 anni;Femmine;3;277
2007;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;95
2007;Municipio 9;80 anni e più;Femmine;1;3859
2007;Municipio 9;80 anni e più;Femmine;2;602
2007;Municipio 9;80 anni e più;Femmine;3;81
2007;Municipio 9;80 anni e più;Femmine;4 e più;24
2008;Municipio 1;Da 18 a 34 anni;Maschi;1;1655
2008;Municipio 1;Da 18 a 34 anni;Maschi;2;801
2008;Municipio 1;Da 18 a 34 anni;Maschi;3;416
2008;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;246
2008;Municipio 1;Da 35 a 64 anni;Maschi;1;4521
2008;Municipio 1;Da 35 a 64 anni;Maschi;2;3600
2008;Municipio 1;Da 35 a 64 anni;Maschi;3;3977
2008;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4529
2008;Municipio 1;Da 65 a 79 anni;Maschi;1;1077
2008;Municipio 1;Da 65 a 79 anni;Maschi;2;3589
2008;Municipio 1;Da 65 a 79 anni;Maschi;3;1017
2008;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;310
2008;Municipio 1;80 anni e più;Maschi;1;494
2008;Municipio 1;80 anni e più;Maschi;2;1136
2008;Municipio 1;80 anni e più;Maschi;3;165
2008;Municipio 1;80 anni e più;Maschi;4 e più;28
2008;Municipio 1;Da 18 a 34 anni;Femmine;1;1537
2008;Municipio 1;Da 18 a 34 anni;Femmine;2;548
2008;Municipio 1;Da 18 a 34 anni;Femmine;3;208
2008;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;127
2008;Municipio 1;Da 35 a 64 anni;Femmine;1;4576
2008;Municipio 1;Da 35 a 64 anni;Femmine;2;2534
2008;Municipio 1;Da 35 a 64 anni;Femmine;3;1475
2008;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;1088
2008;Municipio 1;Da 65 a 79 anni;Femmine;1;2997
2008;Municipio 1;Da 65 a 79 anni;Femmine;2;828
2008;Municipio 1;Da 65 a 79 anni;Femmine;3;150
2008;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;49
2008;Municipio 1;80 anni e più;Femmine;1;2467
2008;Municipio 1;80 anni e più;Femmine;2;386
2008;Municipio 1;80 anni e più;Femmine;3;50
2008;Municipio 1;80 anni e più;Femmine;4 e più;14
2008;Municipio 2;Da 18 a 34 anni;Maschi;1;3114
2008;Municipio 2;Da 18 a 34 anni;Maschi;2;1526
2008;Municipio 2;Da 18 a 34 anni;Maschi;3;807
2008;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;481
2008;Municipio 2;Da 35 a 64 anni;Maschi;1;6733
2008;Municipio 2;Da 35 a 64 anni;Maschi;2;5094
2008;Municipio 2;Da 35 a 64 anni;Maschi;3;5703
2008;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;6640
2008;Municipio 2;Da 65 a 79 anni;Maschi;1;1488
2008;Municipio 2;Da 65 a 79 anni;Maschi;2;4995
2008;Municipio 2;Da 65 a 79 anni;Maschi;3;1384
2008;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;412
2008;Municipio 2;80 anni e più;Maschi;1;629
2008;Municipio 2;80 anni e più;Maschi;2;1500
2008;Municipio 2;80 anni e più;Maschi;3;221
2008;Municipio 2;80 anni e più;Maschi;4 e più;34
2008;Municipio 2;Da 18 a 34 anni;Femmine;1;2204
2008;Municipio 2;Da 18 a 34 anni;Femmine;2;783
2008;Municipio 2;Da 18 a 34 anni;Femmine;3;298
2008;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;192
2008;Municipio 2;Da 35 a 64 anni;Femmine;1;5836
2008;Municipio 2;Da 35 a 64 anni;Femmine;2;3232
2008;Municipio 2;Da 35 a 64 anni;Femmine;3;1890
2008;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;1405
2008;Municipio 2;Da 65 a 79 anni;Femmine;1;4462
2008;Municipio 2;Da 65 a 79 anni;Femmine;2;1207
2008;Municipio 2;Da 65 a 79 anni;Femmine;3;217
2008;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;68
2008;Municipio 2;80 anni e più;Femmine;1;3156
2008;Municipio 2;80 anni e più;Femmine;2;497
2008;Municipio 2;80 anni e più;Femmine;3;62
2008;Municipio 2;80 anni e più;Femmine;4 e più;22
2008;Municipio 3;Da 18 a 34 anni;Maschi;1;2615
2008;Municipio 3;Da 18 a 34 anni;Maschi;2;1274
2008;Municipio 3;Da 18 a 34 anni;Maschi;3;669
2008;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;403
2008;Municipio 3;Da 35 a 64 anni;Maschi;1;6328
2008;Municipio 3;Da 35 a 64 anni;Maschi;2;4958
2008;Municipio 3;Da 35 a 64 anni;Maschi;3;5481
2008;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;6258
2008;Municipio 3;Da 65 a 79 anni;Maschi;1;1576
2008;Municipio 3;Da 65 a 79 anni;Maschi;2;5280
2008;Municipio 3;Da 65 a 79 anni;Maschi;3;1461
2008;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;433
2008;Municipio 3;80 anni e più;Maschi;1;729
2008;Municipio 3;80 anni e più;Maschi;2;1727
2008;Municipio 3;80 anni e più;Maschi;3;253
2008;Municipio 3;80 anni e più;Maschi;4 e più;43
2008;Municipio 3;Da 18 a 34 anni;Femmine;1;2162
2008;Municipio 3;Da 18 a 34 anni;Femmine;2;770
2008;Municipio 3;Da 18 a 34 anni;Femmine;3;293
2008;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;191
2008;Municipio 3;Da 35 a 64 anni;Femmine;1;6088
2008;Municipio 3;Da 35 a 64 anni;Femmine;2;3375
2008;Municipio 3;Da 35 a 64 anni;Femmine;3;1953
2008;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;1437
2008;Municipio 3;Da 65 a 79 anni;Femmine;1;4910
2008;Municipio 3;Da 65 a 79 anni;Femmine;2;1323
2008;Municipio 3;Da 65 a 79 anni;Femmine;3;237
2008;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;69
2008;Municipio 3;80 anni e più;Femmine;1;4005
2008;Municipio 3;80 anni e più;Femmine;2;628
2008;Municipio 3;80 anni e più;Femmine;3;81
2008;Municipio 3;80 anni e più;Femmine;4 e più;31
2008;Municipio 4;Da 18 a 34 anni;Maschi;1;2805
2008;Municipio 4;Da 18 a 34 anni;Maschi;2;1367
2008;Municipio 4;Da 18 a 34 anni;Maschi;3;721
2008;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;436
2008;Municipio 4;Da 35 a 64 anni;Maschi;1;6768
2008;Municipio 4;Da 35 a 64 anni;Maschi;2;5211
2008;Municipio 4;Da 35 a 64 anni;Maschi;3;5818
2008;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6723
2008;Municipio 4;Da 65 a 79 anni;Maschi;1;1757
2008;Municipio 4;Da 65 a 79 anni;Maschi;2;5930
2008;Municipio 4;Da 65 a 79 anni;Maschi;3;1604
2008;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;471
2008;Municipio 4;80 anni e più;Maschi;1;800
2008;Municipio 4;80 anni e più;Maschi;2;1924
2008;Municipio 4;80 anni e più;Maschi;3;283
2008;Municipio 4;80 anni e più;Maschi;4 e più;53
2008;Municipio 4;Da 18 a 34 anni;Femmine;1;2275
2008;Municipio 4;Da 18 a 34 anni;Femmine;2;812
2008;Municipio 4;Da 18 a 34 anni;Femmine;3;308
2008;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;205
2008;Municipio 4;Da 35 a 64 anni;Femmine;1;6352
2008;Municipio 4;Da 35 a 64 anni;Femmine;2;3510
2008;Municipio 4;Da 35 a 64 anni;Femmine;3;2047
2008;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;1518
2008;Municipio 4;Da 65 a 79 anni;Femmine;1;5696
2008;Municipio 4;Da 65 a 79 anni;Femmine;2;1529
2008;Municipio 4;Da 65 a 79 anni;Femmine;3;269
2008;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;87
2008;Municipio 4;80 anni e più;Femmine;1;4364
2008;Municipio 4;80 anni e più;Femmine;2;686
2008;Municipio 4;80 anni e più;Femmine;3;87
2008;Municipio 4;80 anni e più;Femmine;4 e più;38
2008;Municipio 5;Da 18 a 34 anni;Maschi;1;2475
2008;Municipio 5;Da 18 a 34 anni;Maschi;2;1207
2008;Municipio 5;Da 18 a 34 anni;Maschi;3;633
2008;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;377
2008;Municipio 5;Da 35 a 64 anni;Maschi;1;5476
2008;Municipio 5;Da 35 a 64 anni;Maschi;2;4238
2008;Municipio 5;Da 35 a 64 anni;Maschi;3;4700
2008;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5406
2008;Municipio 5;Da 65 a 79 anni;Maschi;1;1464
2008;Municipio 5;Da 65 a 79 anni;Maschi;2;4925
2008;Municipio 5;Da 65 a 79 anni;Maschi;3;1348
2008;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;399
2008;Municipio 5;80 anni e più;Maschi;1;504
2008;Municipio 5;80 anni e più;Maschi;2;1216
2008;Municipio 5;80 anni e più;Maschi;3;179
2008;Municipio 5;80 anni e più;Maschi;4 e più;29
2008;Municipio 5;Da 18 a 34 anni;Femmine;1;1871
2008;Municipio 5;Da 18 a 34 anni;Femmine;2;666
2008;Municipio 5;Da 18 a 34 anni;Femmine;3;252
2008;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;154
2008;Municipio 5;Da 35 a 64 anni;Femmine;1;4992
2008;Municipio 5;Da 35 a 64 anni;Femmine;2;2756
2008;Municipio 5;Da 35 a 64 anni;Femmine;3;1595
2008;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;1174
2008;Municipio 5;Da 65 a 79 anni;Femmine;1;4247
2008;Municipio 5;Da 65 a 79 anni;Femmine;2;1156
2008;Municipio 5;Da 65 a 79 anni;Femmine;3;208
2008;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;65
2008;Municipio 5;80 anni e più;Femmine;1;2602
2008;Municipio 5;80 anni e più;Femmine;2;409
2008;Municipio 5;80 anni e più;Femmine;3;53
2008;Municipio 5;80 anni e più;Femmine;4 e più;21
2008;Municipio 6;Da 18 a 34 anni;Maschi;1;2619
2008;Municipio 6;Da 18 a 34 anni;Maschi;2;1277
2008;Municipio 6;Da 18 a 34 anni;Maschi;3;674
2008;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;404
2008;Municipio 6;Da 35 a 64 anni;Maschi;1;6402
2008;Municipio 6;Da 35 a 64 anni;Maschi;2;5048
2008;Municipio 6;Da 35 a 64 anni;Maschi;3;5566
2008;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;6344
2008;Municipio 6;Da 65 a 79 anni;Maschi;1;1905
2008;Municipio 6;Da 65 a 79 anni;Maschi;2;6405
2008;Municipio 6;Da 65 a 79 anni;Maschi;3;1756
2008;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;522
2008;Municipio 6;80 anni e più;Maschi;1;745
2008;Municipio 6;80 anni e più;Maschi;2;1797
2008;Municipio 6;80 anni e più;Maschi;3;263
2008;Municipio 6;80 anni e più;Maschi;4 e più;47
2008;Municipio 6;Da 18 a 34 anni;Femmine;1;2130
2008;Municipio 6;Da 18 a 34 anni;Femmine;2;758
2008;Municipio 6;Da 18 a 34 anni;Femmine;3;287
2008;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;185
2008;Municipio 6;Da 35 a 64 anni;Femmine;1;6254
2008;Municipio 6;Da 35 a 64 anni;Femmine;2;3459
2008;Municipio 6;Da 35 a 64 anni;Femmine;3;1996
2008;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;1469
2008;Municipio 6;Da 65 a 79 anni;Femmine;1;5856
2008;Municipio 6;Da 65 a 79 anni;Femmine;2;1585
2008;Municipio 6;Da 65 a 79 anni;Femmine;3;279
2008;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;94
2008;Municipio 6;80 anni e più;Femmine;1;3975
2008;Municipio 6;80 anni e più;Femmine;2;626
2008;Municipio 6;80 anni e più;Femmine;3;80
2008;Municipio 6;80 anni e più;Femmine;4 e più;30
2008;Municipio 7;Da 18 a 34 anni;Maschi;1;2954
2008;Municipio 7;Da 18 a 34 anni;Maschi;2;1435
2008;Municipio 7;Da 18 a 34 anni;Maschi;3;758
2008;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;456
2008;Municipio 7;Da 35 a 64 anni;Maschi;1;7647
2008;Municipio 7;Da 35 a 64 anni;Maschi;2;5988
2008;Municipio 7;Da 35 a 64 anni;Maschi;3;6639
2008;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7619
2008;Municipio 7;Da 65 a 79 anni;Maschi;1;2061
2008;Municipio 7;Da 65 a 79 anni;Maschi;2;6928
2008;Municipio 7;Da 65 a 79 anni;Maschi;3;1906
2008;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;569
2008;Municipio 7;80 anni e più;Maschi;1;819
2008;Municipio 7;80 anni e più;Maschi;2;1972
2008;Municipio 7;80 anni e più;Maschi;3;290
2008;Municipio 7;80 anni e più;Maschi;4 e più;56
2008;Municipio 7;Da 18 a 34 anni;Femmine;1;2413
2008;Municipio 7;Da 18 a 34 anni;Femmine;2;859
2008;Municipio 7;Da 18 a 34 anni;Femmine;3;329
2008;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;217
2008;Municipio 7;Da 35 a 64 anni;Femmine;1;7302
2008;Municipio 7;Da 35 a 64 anni;Femmine;2;4043
2008;Municipio 7;Da 35 a 64 anni;Femmine;3;2338
2008;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;1726
2008;Municipio 7;Da 65 a 79 anni;Femmine;1;6233
2008;Municipio 7;Da 65 a 79 anni;Femmine;2;1691
2008;Municipio 7;Da 65 a 79 anni;Femmine;3;301
2008;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;113
2008;Municipio 7;80 anni e più;Femmine;1;4375
2008;Municipio 7;80 anni e più;Femmine;2;687
2008;Municipio 7;80 anni e più;Femmine;3;87
2008;Municipio 7;80 anni e più;Femmine;4 e più;39
2008;Municipio 8;Da 18 a 34 anni;Maschi;1;3187
2008;Municipio 8;Da 18 a 34 anni;Maschi;2;1556
2008;Municipio 8;Da 18 a 34 anni;Maschi;3;821
2008;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;500
2008;Municipio 8;Da 35 a 64 anni;Maschi;1;7952
2008;Municipio 8;Da 35 a 64 anni;Maschi;2;6217
2008;Municipio 8;Da 35 a 64 anni;Maschi;3;6897
2008;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;7925
2008;Municipio 8;Da 65 a 79 anni;Maschi;1;2219
2008;Municipio 8;Da 65 a 79 anni;Maschi;2;7473
2008;Municipio 8;Da 65 a 79 anni;Maschi;3;2031
2008;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;610
2008;Municipio 8;80 anni e più;Maschi;1;965
2008;Municipio 8;80 anni e più;Maschi;2;2322
2008;Municipio 8;80 anni e più;Maschi;3;343
2008;Municipio 8;80 anni e più;Maschi;4 e più;69
2008;Municipio 8;Da 18 a 34 anni;Femmine;1;2499
2008;Municipio 8;Da 18 a 34 anni;Femmine;2;890
2008;Municipio 8;Da 18 a 34 anni;Femmine;3;338
2008;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;226
2008;Municipio 8;Da 35 a 64 anni;Femmine;1;7411
2008;Municipio 8;Da 35 a 64 anni;Femmine;2;4105
2008;Municipio 8;Da 35 a 64 anni;Femmine;3;2384
2008;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;1769
2008;Municipio 8;Da 65 a 79 anni;Femmine;1;6897
2008;Municipio 8;Da 65 a 79 anni;Femmine;2;1857
2008;Municipio 8;Da 65 a 79 anni;Femmine;3;332
2008;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;118
2008;Municipio 8;80 anni e più;Femmine;1;4839
2008;Municipio 8;80 anni e più;Femmine;2;765
2008;Municipio 8;80 anni e più;Femmine;3;97
2008;Municipio 8;80 anni e più;Femmine;4 e più;47
2008;Municipio 9;Da 18 a 34 anni;Maschi;1;3680
2008;Municipio 9;Da 18 a 34 anni;Maschi;2;1800
2008;Municipio 9;Da 18 a 34 anni;Maschi;3;955
2008;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;576
2008;Municipio 9;Da 35 a 64 anni;Maschi;1;8127
2008;Municipio 9;Da 35 a 64 anni;Maschi;2;6183
2008;Municipio 9;Da 35 a 64 anni;Maschi;3;6911
2008;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8014
2008;Municipio 9;Da 65 a 79 anni;Maschi;1;1904
2008;Municipio 9;Da 65 a 79 anni;Maschi;2;6378
2008;Municipio 9;Da 65 a 79 anni;Maschi;3;1762
2008;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;533
2008;Municipio 9;80 anni e più;Maschi;1;742
2008;Municipio 9;80 anni e più;Maschi;2;1802
2008;Municipio 9;80 anni e più;Maschi;3;266
2008;Municipio 9;80 anni e più;Maschi;4 e più;47
2008;Municipio 9;Da 18 a 34 anni;Femmine;1;2636
2008;Municipio 9;Da 18 a 34 anni;Femmine;2;938
2008;Municipio 9;Da 18 a 34 anni;Femmine;3;357
2008;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;236
2008;Municipio 9;Da 35 a 64 anni;Femmine;1;7118
2008;Municipio 9;Da 35 a 64 anni;Femmine;2;3932
2008;Municipio 9;Da 35 a 64 anni;Femmine;3;2283
2008;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;1692
2008;Municipio 9;Da 65 a 79 anni;Femmine;1;5697
2008;Municipio 9;Da 65 a 79 anni;Femmine;2;1538
2008;Municipio 9;Da 65 a 79 anni;Femmine;3;272
2008;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;90
2008;Municipio 9;80 anni e più;Femmine;1;3951
2008;Municipio 9;80 anni e più;Femmine;2;624
2008;Municipio 9;80 anni e più;Femmine;3;79
2008;Municipio 9;80 anni e più;Femmine;4 e più;30
2009;Municipio 1;Da 18 a 34 anni;Maschi;1;1729
2009;Municipio 1;Da 18 a 34 anni;Maschi;2;774
2009;Municipio 1;Da 18 a 34 anni;Maschi;3;405
2009;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;249
2009;Municipio 1;Da 35 a 64 anni;Maschi;1;4677
2009;Municipio 1;Da 35 a 64 anni;Maschi;2;3507
2009;Municipio 1;Da 35 a 64 anni;Maschi;3;3824
2009;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4409
2009;Municipio 1;Da 65 a 79 anni;Maschi;1;1119
2009;Municipio 1;Da 65 a 79 anni;Maschi;2;3609
2009;Municipio 1;Da 65 a 79 anni;Maschi;3;978
2009;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;289
2009;Municipio 1;80 anni e più;Maschi;1;507
2009;Municipio 1;80 anni e più;Maschi;2;1172
2009;Municipio 1;80 anni e più;Maschi;3;166
2009;Municipio 1;80 anni e più;Maschi;4 e più;29
2009;Municipio 1;Da 18 a 34 anni;Femmine;1;1597
2009;Municipio 1;Da 18 a 34 anni;Femmine;2;540
2009;Municipio 1;Da 18 a 34 anni;Femmine;3;212
2009;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;125
2009;Municipio 1;Da 35 a 64 anni;Femmine;1;4787
2009;Municipio 1;Da 35 a 64 anni;Femmine;2;2575
2009;Municipio 1;Da 35 a 64 anni;Femmine;3;1530
2009;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;1167
2009;Municipio 1;Da 65 a 79 anni;Femmine;1;2990
2009;Municipio 1;Da 65 a 79 anni;Femmine;2;829
2009;Municipio 1;Da 65 a 79 anni;Femmine;3;142
2009;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;49
2009;Municipio 1;80 anni e più;Femmine;1;2449
2009;Municipio 1;80 anni e più;Femmine;2;391
2009;Municipio 1;80 anni e più;Femmine;3;50
2009;Municipio 1;80 anni e più;Femmine;4 e più;19
2009;Municipio 2;Da 18 a 34 anni;Maschi;1;3314
2009;Municipio 2;Da 18 a 34 anni;Maschi;2;1512
2009;Municipio 2;Da 18 a 34 anni;Maschi;3;807
2009;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;502
2009;Municipio 2;Da 35 a 64 anni;Maschi;1;7256
2009;Municipio 2;Da 35 a 64 anni;Maschi;2;5127
2009;Municipio 2;Da 35 a 64 anni;Maschi;3;5688
2009;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;6699
2009;Municipio 2;Da 65 a 79 anni;Maschi;1;1539
2009;Municipio 2;Da 65 a 79 anni;Maschi;2;5007
2009;Municipio 2;Da 65 a 79 anni;Maschi;3;1322
2009;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;392
2009;Municipio 2;80 anni e più;Maschi;1;641
2009;Municipio 2;80 anni e più;Maschi;2;1539
2009;Municipio 2;80 anni e più;Maschi;3;219
2009;Municipio 2;80 anni e più;Maschi;4 e più;38
2009;Municipio 2;Da 18 a 34 anni;Femmine;1;2365
2009;Municipio 2;Da 18 a 34 anni;Femmine;2;796
2009;Municipio 2;Da 18 a 34 anni;Femmine;3;311
2009;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;198
2009;Municipio 2;Da 35 a 64 anni;Femmine;1;6243
2009;Municipio 2;Da 35 a 64 anni;Femmine;2;3351
2009;Municipio 2;Da 35 a 64 anni;Femmine;3;1996
2009;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;1542
2009;Municipio 2;Da 65 a 79 anni;Femmine;1;4420
2009;Municipio 2;Da 65 a 79 anni;Femmine;2;1201
2009;Municipio 2;Da 65 a 79 anni;Femmine;3;202
2009;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;66
2009;Municipio 2;80 anni e più;Femmine;1;3223
2009;Municipio 2;80 anni e più;Femmine;2;521
2009;Municipio 2;80 anni e più;Femmine;3;65
2009;Municipio 2;80 anni e più;Femmine;4 e più;24
