Anno;Municipio;Eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Famiglie
2016;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;379
2016;Municipio 2;80 anni e più;Maschi;1;877
2016;Municipio 2;80 anni e più;Maschi;2;2072
2016;Municipio 2;80 anni e più;Maschi;3;293
2016;Municipio 2;80 anni e più;Maschi;4 e più;46
2016;Municipio 2;Da 18 a 34 anni;Femmine;1;2780
2016;Municipio 2;Da 18 a 34 anni;Femmine;2;971
2016;Municipio 2;Da 18 a 34 anni;Femmine;3;501
2016;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;299
2016;Municipio 2;Da 35 a 64 anni;Femmine;1;7442
2016;Municipio 2;Da 35 a 64 anni;Femmine;2;3980
2016;Municipio 2;Da 35 a 64 anni;Femmine;3;2946
2016;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;2429
2016;Municipio 2;Da 65 a 79 anni;Femmine;1;4396
2016;Municipio 2;Da 65 a 79 anni;Femmine;2;1223
2016;Municipio 2;Da 65 a 79 anni;Femmine;3;209
2016;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;76
2016;Municipio 2;80 anni e più;Femmine;1;3994
2016;Municipio 2;80 anni e più;Femmine;2;789
2016;Municipio 2;80 anni e più;Femmine;3;111
2016;Municipio 2;80 anni e più;Femmine;4 e più;38
2016;Municipio 3;Da 18 a 34 anni;Maschi;1;3004
2016;Municipio 3;Da 18 a 34 anni;Maschi;2;908
2016;Municipio 3;Da 18 a 34 anni;Maschi;3;506
2016;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;307
2016;Municipio 3;Da 35 a 64 anni;Maschi;1;7336
2016;Municipio 3;Da 35 a 64 anni;Maschi;2;3872
2016;Municipio 3;Da 35 a 64 anni;Maschi;3;4532
2016;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;5677
2016;Municipio 3;Da 65 a 79 anni;Maschi;1;1921
2016;Municipio 3;Da 65 a 79 anni;Maschi;2;5100
2016;Municipio 3;Da 65 a 79 anni;Maschi;3;1342
2016;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;394
2016;Municipio 3;80 anni e più;Maschi;1;977
2016;Municipio 3;80 anni e più;Maschi;2;2252
2016;Municipio 3;80 anni e più;Maschi;3;320
2016;Municipio 3;80 anni e più;Maschi;4 e più;53
2016;Municipio 3;Da 18 a 34 anni;Femmine;1;2561
2016;Municipio 3;Da 18 a 34 anni;Femmine;2;902
2016;Municipio 3;Da 18 a 34 anni;Femmine;3;463
2016;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;274
2016;Municipio 3;Da 35 a 64 anni;Femmine;1;7005
2016;Municipio 3;Da 35 a 64 anni;Femmine;2;3750
2016;Municipio 3;Da 35 a 64 anni;Femmine;3;2736
2016;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;2226
2016;Municipio 3;Da 65 a 79 anni;Femmine;1;4626
2016;Municipio 3;Da 65 a 79 anni;Femmine;2;1288
2016;Municipio 3;Da 65 a 79 anni;Femmine;3;218
2016;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;85
2016;Municipio 3;80 anni e più;Femmine;1;4690
2016;Municipio 3;80 anni e più;Femmine;2;928
2016;Municipio 3;80 anni e più;Femmine;3;132
2016;Municipio 3;80 anni e più;Femmine;4 e più;43
2016;Municipio 4;Da 18 a 34 anni;Maschi;1;3369
2016;Municipio 4;Da 18 a 34 anni;Maschi;2;1017
2016;Municipio 4;Da 18 a 34 anni;Maschi;3;568
2016;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;356
2016;Municipio 4;Da 35 a 64 anni;Maschi;1;8504
2016;Municipio 4;Da 35 a 64 anni;Maschi;2;4411
2016;Municipio 4;Da 35 a 64 anni;Maschi;3;5210
2016;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6589
2016;Municipio 4;Da 65 a 79 anni;Maschi;1;2035
2016;Municipio 4;Da 65 a 79 anni;Maschi;2;5393
2016;Municipio 4;Da 65 a 79 anni;Maschi;3;1420
2016;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;415
2016;Municipio 4;80 anni e più;Maschi;1;1111
2016;Municipio 4;80 anni e più;Maschi;2;2595
2016;Municipio 4;80 anni e più;Maschi;3;370
2016;Municipio 4;80 anni e più;Maschi;4 e più;69
2016;Municipio 4;Da 18 a 34 anni;Femmine;1;2704
2016;Municipio 4;Da 18 a 34 anni;Femmine;2;948
2016;Municipio 4;Da 18 a 34 anni;Femmine;3;488
2016;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;292
2016;Municipio 4;Da 35 a 64 anni;Femmine;1;7798
2016;Municipio 4;Da 35 a 64 anni;Femmine;2;4177
2016;Municipio 4;Da 35 a 64 anni;Femmine;3;3075
2016;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;2523
2016;Municipio 4;Da 65 a 79 anni;Femmine;1;5021
2016;Municipio 4;Da 65 a 79 anni;Femmine;2;1386
2016;Municipio 4;Da 65 a 79 anni;Femmine;3;233
2016;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;101
2016;Municipio 4;80 anni e più;Femmine;1;5316
2016;Municipio 4;80 anni e più;Femmine;2;1053
2016;Municipio 4;80 anni e più;Femmine;3;147
2016;Municipio 4;80 anni e più;Femmine;4 e più;55
2016;Municipio 5;Da 18 a 34 anni;Maschi;1;2902
2016;Municipio 5;Da 18 a 34 anni;Maschi;2;873
2016;Municipio 5;Da 18 a 34 anni;Maschi;3;485
2016;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;289
2016;Municipio 5;Da 35 a 64 anni;Maschi;1;6712
2016;Municipio 5;Da 35 a 64 anni;Maschi;2;3497
2016;Municipio 5;Da 35 a 64 anni;Maschi;3;4117
2016;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5188
2016;Municipio 5;Da 65 a 79 anni;Maschi;1;1698
2016;Municipio 5;Da 65 a 79 anni;Maschi;2;4522
2016;Municipio 5;Da 65 a 79 anni;Maschi;3;1178
2016;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;337
2016;Municipio 5;80 anni e più;Maschi;1;843
2016;Municipio 5;80 anni e più;Maschi;2;2013
2016;Municipio 5;80 anni e più;Maschi;3;284
2016;Municipio 5;80 anni e più;Maschi;4 e più;44
2016;Municipio 5;Da 18 a 34 anni;Femmine;1;2223
2016;Municipio 5;Da 18 a 34 anni;Femmine;2;777
2016;Municipio 5;Da 18 a 34 anni;Femmine;3;394
2016;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;233
2016;Municipio 5;Da 35 a 64 anni;Femmine;1;5856
2016;Municipio 5;Da 35 a 64 anni;Femmine;2;3139
2016;Municipio 5;Da 35 a 64 anni;Femmine;3;2305
2016;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;1881
2016;Municipio 5;Da 65 a 79 anni;Femmine;1;4015
2016;Municipio 5;Da 65 a 79 anni;Femmine;2;1111
2016;Municipio 5;Da 65 a 79 anni;Femmine;3;187
2016;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;65
2016;Municipio 5;80 anni e più;Femmine;1;3667
2016;Municipio 5;80 anni e più;Femmine;2;727
2016;Municipio 5;80 anni e più;Femmine;3;103
2016;Municipio 5;80 anni e più;Femmine;4 e più;36
2016;Municipio 6;Da 18 a 34 anni;Maschi;1;2965
2016;Municipio 6;Da 18 a 34 anni;Maschi;2;886
2016;Municipio 6;Da 18 a 34 anni;Maschi;3;492
2016;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;297
2016;Municipio 6;Da 35 a 64 anni;Maschi;1;7624
2016;Municipio 6;Da 35 a 64 anni;Maschi;2;4032
2016;Municipio 6;Da 35 a 64 anni;Maschi;3;4743
2016;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;5950
2016;Municipio 6;Da 65 a 79 anni;Maschi;1;2144
2016;Municipio 6;Da 65 a 79 anni;Maschi;2;5749
2016;Municipio 6;Da 65 a 79 anni;Maschi;3;1480
2016;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;426
2016;Municipio 6;80 anni e più;Maschi;1;1135
2016;Municipio 6;80 anni e più;Maschi;2;2660
2016;Municipio 6;80 anni e più;Maschi;3;377
2016;Municipio 6;80 anni e più;Maschi;4 e più;71
2016;Municipio 6;Da 18 a 34 anni;Femmine;1;2536
2016;Municipio 6;Da 18 a 34 anni;Femmine;2;885
2016;Municipio 6;Da 18 a 34 anni;Femmine;3;449
2016;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;264
2016;Municipio 6;Da 35 a 64 anni;Femmine;1;7216
2016;Municipio 6;Da 35 a 64 anni;Femmine;2;3870
2016;Municipio 6;Da 35 a 64 anni;Femmine;3;2823
2016;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;2304
2016;Municipio 6;Da 65 a 79 anni;Femmine;1;5345
2016;Municipio 6;Da 65 a 79 anni;Femmine;2;1470
2016;Municipio 6;Da 65 a 79 anni;Femmine;3;247
2016;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;107
2016;Municipio 6;80 anni e più;Femmine;1;5215
2016;Municipio 6;80 anni e più;Femmine;2;1032
2016;Municipio 6;80 anni e più;Femmine;3;147
2016;Municipio 6;80 anni e più;Femmine;4 e più;53
2016;Municipio 7;Da 18 a 34 anni;Maschi;1;3205
2016;Municipio 7;Da 18 a 34 anni;Maschi;2;950
2016;Municipio 7;Da 18 a 34 anni;Maschi;3;528
2016;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;327
2016;Municipio 7;Da 35 a 64 anni;Maschi;1;9053
2016;Municipio 7;Da 35 a 64 anni;Maschi;2;4836
2016;Municipio 7;Da 35 a 64 anni;Maschi;3;5677
2016;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7118
2016;Municipio 7;Da 65 a 79 anni;Maschi;1;2454
2016;Municipio 7;Da 65 a 79 anni;Maschi;2;6551
2016;Municipio 7;Da 65 a 79 anni;Maschi;3;1702
2016;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;491
2016;Municipio 7;80 anni e più;Maschi;1;1214
2016;Municipio 7;80 anni e più;Maschi;2;2872
2016;Municipio 7;80 anni e più;Maschi;3;407
2016;Municipio 7;80 anni e più;Maschi;4 e più;84
2016;Municipio 7;Da 18 a 34 anni;Femmine;1;2697
2016;Municipio 7;Da 18 a 34 anni;Femmine;2;939
2016;Municipio 7;Da 18 a 34 anni;Femmine;3;479
2016;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;286
2016;Municipio 7;Da 35 a 64 anni;Femmine;1;8525
2016;Municipio 7;Da 35 a 64 anni;Femmine;2;4584
2016;Municipio 7;Da 35 a 64 anni;Femmine;3;3356
2016;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;2725
2016;Municipio 7;Da 65 a 79 anni;Femmine;1;5969
2016;Municipio 7;Da 65 a 79 anni;Femmine;2;1653
2016;Municipio 7;Da 65 a 79 anni;Femmine;3;278
2016;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;121
2016;Municipio 7;80 anni e più;Femmine;1;5526
2016;Municipio 7;80 anni e più;Femmine;2;1092
2016;Municipio 7;80 anni e più;Femmine;3;154
2016;Municipio 7;80 anni e più;Femmine;4 e più;63
2016;Municipio 8;Da 18 a 34 anni;Maschi;1;3524
2016;Municipio 8;Da 18 a 34 anni;Maschi;2;1051
2016;Municipio 8;Da 18 a 34 anni;Maschi;3;581
2016;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;367
2016;Municipio 8;Da 35 a 64 anni;Maschi;1;9697
2016;Municipio 8;Da 35 a 64 anni;Maschi;2;5162
2016;Municipio 8;Da 35 a 64 anni;Maschi;3;6074
2016;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;7628
2016;Municipio 8;Da 65 a 79 anni;Maschi;1;2515
2016;Municipio 8;Da 65 a 79 anni;Maschi;2;6721
2016;Municipio 8;Da 65 a 79 anni;Maschi;3;1745
2016;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;508
2016;Municipio 8;80 anni e più;Maschi;1;1365
2016;Municipio 8;80 anni e più;Maschi;2;3192
2016;Municipio 8;80 anni e più;Maschi;3;452
2016;Municipio 8;80 anni e più;Maschi;4 e più;87
2016;Municipio 8;Da 18 a 34 anni;Femmine;1;2864
2016;Municipio 8;Da 18 a 34 anni;Femmine;2;998
2016;Municipio 8;Da 18 a 34 anni;Femmine;3;512
2016;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;313
2016;Municipio 8;Da 35 a 64 anni;Femmine;1;8866
2016;Municipio 8;Da 35 a 64 anni;Femmine;2;4767
2016;Municipio 8;Da 35 a 64 anni;Femmine;3;3480
2016;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;2815
2016;Municipio 8;Da 65 a 79 anni;Femmine;1;6175
2016;Municipio 8;Da 65 a 79 anni;Femmine;2;1703
2016;Municipio 8;Da 65 a 79 anni;Femmine;3;287
2016;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;123
2016;Municipio 8;80 anni e più;Femmine;1;6248
2016;Municipio 8;80 anni e più;Femmine;2;1236
2016;Municipio 8;80 anni e più;Femmine;3;174
2016;Municipio 8;80 anni e più;Femmine;4 e più;70
2016;Municipio 9;Da 18 a 34 anni;Maschi;1;4425
2016;Municipio 9;Da 18 a 34 anni;Maschi;2;1340
2016;Municipio 9;Da 18 a 34 anni;Maschi;3;751
2016;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;471
2016;Municipio 9;Da 35 a 64 anni;Maschi;1;10642
2016;Municipio 9;Da 35 a 64 anni;Maschi;2;5444
2016;Municipio 9;Da 35 a 64 anni;Maschi;3;6426
2016;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8135
2016;Municipio 9;Da 65 a 79 anni;Maschi;1;2330
2016;Municipio 9;Da 65 a 79 anni;Maschi;2;6189
2016;Municipio 9;Da 65 a 79 anni;Maschi;3;1627
2016;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;472
2016;Municipio 9;80 anni e più;Maschi;1;1104
2016;Municipio 9;80 anni e più;Maschi;2;2618
2016;Municipio 9;80 anni e più;Maschi;3;370
2016;Municipio 9;80 anni e più;Maschi;4 e più;67
2016;Municipio 9;Da 18 a 34 anni;Femmine;1;3265
2016;Municipio 9;Da 18 a 34 anni;Femmine;2;1147
2016;Municipio 9;Da 18 a 34 anni;Femmine;3;590
2016;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;364
2016;Municipio 9;Da 35 a 64 anni;Femmine;1;8770
2016;Municipio 9;Da 35 a 64 anni;Femmine;2;4695
2016;Municipio 9;Da 35 a 64 anni;Femmine;3;3459
2016;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;2832
2016;Municipio 9;Da 65 a 79 anni;Femmine;1;5521
2016;Municipio 9;Da 65 a 79 anni;Femmine;2;1534
2016;Municipio 9;Da 65 a 79 anni;Femmine;3;260
2016;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;113
2016;Municipio 9;80 anni e più;Femmine;1;5036
2016;Municipio 9;80 anni e più;Femmine;2;995
2016;Municipio 9;80 anni e più;Femmine;3;140
2016;Municipio 9;80 anni e più;Femmine;4 e più;47
2017;Municipio 1;Da 18 a 34 anni;Maschi;1;1796
2017;Municipio 1;Da 18 a 34 anni;Maschi;2;525
2017;Municipio 1;Da 18 a 34 anni;Maschi;3;286
2017;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;167
2017;Municipio 1;Da 35 a 64 anni;Maschi;1;5055
2017;Municipio 1;Da 35 a 64 anni;Maschi;2;2677
2017;Municipio 1;Da 35 a 64 anni;Maschi;3;3137
2017;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;3917
2017;Municipio 1;Da 65 a 79 anni;Maschi;1;1431
2017;Municipio 1;Da 65 a 79 anni;Maschi;2;3619
2017;Municipio 1;Da 65 a 79 anni;Maschi;3;958
2017;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;282
2017;Municipio 1;80 anni e più;Maschi;1;670
2017;Municipio 1;80 anni e più;Maschi;2;1530
2017;Municipio 1;80 anni e più;Maschi;3;214
2017;Municipio 1;80 anni e più;Maschi;4 e più;35
2017;Municipio 1;Da 18 a 34 anni;Femmine;1;1770
2017;Municipio 1;Da 18 a 34 anni;Femmine;2;588
2017;Municipio 1;Da 18 a 34 anni;Femmine;3;297
2017;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;173
2017;Municipio 1;Da 35 a 64 anni;Femmine;1;5065
2017;Municipio 1;Da 35 a 64 anni;Femmine;2;2751
2017;Municipio 1;Da 35 a 64 anni;Femmine;3;2026
2017;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;1645
2017;Municipio 1;Da 65 a 79 anni;Femmine;1;3167
2017;Municipio 1;Da 65 a 79 anni;Femmine;2;884
2017;Municipio 1;Da 65 a 79 anni;Femmine;3;152
2017;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;55
2017;Municipio 1;80 anni e più;Femmine;1;2737
2017;Municipio 1;80 anni e più;Femmine;2;548
2017;Municipio 1;80 anni e più;Femmine;3;77
2017;Municipio 1;80 anni e più;Femmine;4 e più;26
2017;Municipio 2;Da 18 a 34 anni;Maschi;1;4124
2017;Municipio 2;Da 18 a 34 anni;Maschi;2;1240
2017;Municipio 2;Da 18 a 34 anni;Maschi;3;685
2017;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;428
2017;Municipio 2;Da 35 a 64 anni;Maschi;1;9662
2017;Municipio 2;Da 35 a 64 anni;Maschi;2;4691
2017;Municipio 2;Da 35 a 64 anni;Maschi;3;5564
2017;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;7142
2017;Municipio 2;Da 65 a 79 anni;Maschi;1;1919
2017;Municipio 2;Da 65 a 79 anni;Maschi;2;4864
2017;Municipio 2;Da 65 a 79 anni;Maschi;3;1285
2017;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;374
2017;Municipio 2;80 anni e più;Maschi;1;917
2017;Municipio 2;80 anni e più;Maschi;2;2129
2017;Municipio 2;80 anni e più;Maschi;3;294
2017;Municipio 2;80 anni e più;Maschi;4 e più;48
2017;Municipio 2;Da 18 a 34 anni;Femmine;1;2860
2017;Municipio 2;Da 18 a 34 anni;Femmine;2;960
2017;Municipio 2;Da 18 a 34 anni;Femmine;3;493
2017;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;295
2017;Municipio 2;Da 35 a 64 anni;Femmine;1;7594
2017;Municipio 2;Da 35 a 64 anni;Femmine;2;4088
2017;Municipio 2;Da 35 a 64 anni;Femmine;3;3059
2017;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;2522
2017;Municipio 2;Da 65 a 79 anni;Femmine;1;4386
2017;Municipio 2;Da 65 a 79 anni;Femmine;2;1223
2017;Municipio 2;Da 65 a 79 anni;Femmine;3;209
2017;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;77
2017;Municipio 2;80 anni e più;Femmine;1;4050
2017;Municipio 2;80 anni e più;Femmine;2;810
2017;Municipio 2;80 anni e più;Femmine;3;118
2017;Municipio 2;80 anni e più;Femmine;4 e più;37
2017;Municipio 3;Da 18 a 34 anni;Maschi;1;3184
2017;Municipio 3;Da 18 a 34 anni;Maschi;2;949
2017;Municipio 3;Da 18 a 34 anni;Maschi;3;516
2017;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;319
2017;Municipio 3;Da 35 a 64 anni;Maschi;1;7595
2017;Municipio 3;Da 35 a 64 anni;Maschi;2;3869
2017;Municipio 3;Da 35 a 64 anni;Maschi;3;4524
2017;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;5707
2017;Municipio 3;Da 65 a 79 anni;Maschi;1;1973
2017;Municipio 3;Da 65 a 79 anni;Maschi;2;4986
2017;Municipio 3;Da 65 a 79 anni;Maschi;3;1325
2017;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;386
2017;Municipio 3;80 anni e più;Maschi;1;1018
2017;Municipio 3;80 anni e più;Maschi;2;2346
2017;Municipio 3;80 anni e più;Maschi;3;326
2017;Municipio 3;80 anni e più;Maschi;4 e più;55
2017;Municipio 3;Da 18 a 34 anni;Femmine;1;2658
2017;Municipio 3;Da 18 a 34 anni;Femmine;2;892
2017;Municipio 3;Da 18 a 34 anni;Femmine;3;460
2017;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;271
2017;Municipio 3;Da 35 a 64 anni;Femmine;1;7108
2017;Municipio 3;Da 35 a 64 anni;Femmine;2;3825
2017;Municipio 3;Da 35 a 64 anni;Femmine;3;2829
2017;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;2306
2017;Municipio 3;Da 65 a 79 anni;Femmine;1;4653
2017;Municipio 3;Da 65 a 79 anni;Femmine;2;1298
2017;Municipio 3;Da 65 a 79 anni;Femmine;3;220
2017;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;89
2017;Municipio 3;80 anni e più;Femmine;1;4685
2017;Municipio 3;80 anni e più;Femmine;2;939
2017;Municipio 3;80 anni e più;Femmine;3;133
2017;Municipio 3;80 anni e più;Femmine;4 e più;46
2017;Municipio 4;Da 18 a 34 anni;Maschi;1;3421
2017;Municipio 4;Da 18 a 34 anni;Maschi;2;1024
2017;Municipio 4;Da 18 a 34 anni;Maschi;3;562
2017;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;354
2017;Municipio 4;Da 35 a 64 anni;Maschi;1;8817
2017;Municipio 4;Da 35 a 64 anni;Maschi;2;4440
2017;Municipio 4;Da 35 a 64 anni;Maschi;3;5226
2017;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6638
2017;Municipio 4;Da 65 a 79 anni;Maschi;1;2061
2017;Municipio 4;Da 65 a 79 anni;Maschi;2;5207
2017;Municipio 4;Da 65 a 79 anni;Maschi;3;1385
2017;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;407
2017;Municipio 4;80 anni e più;Maschi;1;1135
2017;Municipio 4;80 anni e più;Maschi;2;2629
2017;Municipio 4;80 anni e più;Maschi;3;365
2017;Municipio 4;80 anni e più;Maschi;4 e più;74
2017;Municipio 4;Da 18 a 34 anni;Femmine;1;2777
2017;Municipio 4;Da 18 a 34 anni;Femmine;2;931
2017;Municipio 4;Da 18 a 34 anni;Femmine;3;478
2017;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;285
2017;Municipio 4;Da 35 a 64 anni;Femmine;1;7946
2017;Municipio 4;Da 35 a 64 anni;Femmine;2;4287
2017;Municipio 4;Da 35 a 64 anni;Femmine;3;3187
2017;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;2620
2017;Municipio 4;Da 65 a 79 anni;Femmine;1;4949
2017;Municipio 4;Da 65 a 79 anni;Femmine;2;1375
2017;Municipio 4;Da 65 a 79 anni;Femmine;3;233
2017;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;102
2017;Municipio 4;80 anni e più;Femmine;1;5333
2017;Municipio 4;80 anni e più;Femmine;2;1067
2017;Municipio 4;80 anni e più;Femmine;3;152
2017;Municipio 4;80 anni e più;Femmine;4 e più;61
2017;Municipio 5;Da 18 a 34 anni;Maschi;1;2891
2017;Municipio 5;Da 18 a 34 anni;Maschi;2;863
2017;Municipio 5;Da 18 a 34 anni;Maschi;3;474
2017;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;284
2017;Municipio 5;Da 35 a 64 anni;Maschi;1;6926
2017;Municipio 5;Da 35 a 64 anni;Maschi;2;3493
2017;Municipio 5;Da 35 a 64 anni;Maschi;3;4098
2017;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5201
2017;Municipio 5;Da 65 a 79 anni;Maschi;1;1718
2017;Municipio 5;Da 65 a 79 anni;Maschi;2;4361
2017;Municipio 5;Da 65 a 79 anni;Maschi;3;1144
2017;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;328
2017;Municipio 5;80 anni e più;Maschi;1;884
2017;Municipio 5;80 anni e più;Maschi;2;2086
2017;Municipio 5;80 anni e più;Maschi;3;289
2017;Municipio 5;80 anni e più;Maschi;4 e più;46
2017;Municipio 5;Da 18 a 34 anni;Femmine;1;2265
2017;Municipio 5;Da 18 a 34 anni;Femmine;2;754
2017;Municipio 5;Da 18 a 34 anni;Femmine;3;386
2017;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;223
2017;Municipio 5;Da 35 a 64 anni;Femmine;1;5934
2017;Municipio 5;Da 35 a 64 anni;Femmine;2;3203
2017;Municipio 5;Da 35 a 64 anni;Femmine;3;2377
2017;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;1949
2017;Municipio 5;Da 65 a 79 anni;Femmine;1;3977
2017;Municipio 5;Da 65 a 79 anni;Femmine;2;1104
2017;Municipio 5;Da 65 a 79 anni;Femmine;3;189
2017;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;68
2017;Municipio 5;80 anni e più;Femmine;1;3677
2017;Municipio 5;80 anni e più;Femmine;2;735
2017;Municipio 5;80 anni e più;Femmine;3;105
2017;Municipio 5;80 anni e più;Femmine;4 e più;36
2017;Municipio 6;Da 18 a 34 anni;Maschi;1;2966
2017;Municipio 6;Da 18 a 34 anni;Maschi;2;883
2017;Municipio 6;Da 18 a 34 anni;Maschi;3;480
2017;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;294
2017;Municipio 6;Da 35 a 64 anni;Maschi;1;7861
2017;Municipio 6;Da 35 a 64 anni;Maschi;2;4025
2017;Municipio 6;Da 35 a 64 anni;Maschi;3;4720
2017;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;5951
2017;Municipio 6;Da 65 a 79 anni;Maschi;1;2156
2017;Municipio 6;Da 65 a 79 anni;Maschi;2;5489
2017;Municipio 6;Da 65 a 79 anni;Maschi;3;1430
2017;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;414
2017;Municipio 6;80 anni e più;Maschi;1;1180
2017;Municipio 6;80 anni e più;Maschi;2;2738
2017;Municipio 6;80 anni e più;Maschi;3;380
2017;Municipio 6;80 anni e più;Maschi;4 e più;76
2017;Municipio 6;Da 18 a 34 anni;Femmine;1;2633
2017;Municipio 6;Da 18 a 34 anni;Femmine;2;879
2017;Municipio 6;Da 18 a 34 anni;Femmine;3;450
2017;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;267
2017;Municipio 6;Da 35 a 64 anni;Femmine;1;7299
2017;Municipio 6;Da 35 a 64 anni;Femmine;2;3942
2017;Municipio 6;Da 35 a 64 anni;Femmine;3;2914
2017;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;2368
2017;Municipio 6;Da 65 a 79 anni;Femmine;1;5298
2017;Municipio 6;Da 65 a 79 anni;Femmine;2;1465
2017;Municipio 6;Da 65 a 79 anni;Femmine;3;249
2017;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;110
2017;Municipio 6;80 anni e più;Femmine;1;5315
2017;Municipio 6;80 anni e più;Femmine;2;1063
2017;Municipio 6;80 anni e più;Femmine;3;154
2017;Municipio 6;80 anni e più;Femmine;4 e più;61
2017;Municipio 7;Da 18 a 34 anni;Maschi;1;3221
2017;Municipio 7;Da 18 a 34 anni;Maschi;2;952
2017;Municipio 7;Da 18 a 34 anni;Maschi;3;516
2017;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;325
2017;Municipio 7;Da 35 a 64 anni;Maschi;1;9283
2017;Municipio 7;Da 35 a 64 anni;Maschi;2;4809
2017;Municipio 7;Da 35 a 64 anni;Maschi;3;5635
2017;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7088
2017;Municipio 7;Da 65 a 79 anni;Maschi;1;2482
2017;Municipio 7;Da 65 a 79 anni;Maschi;2;6305
2017;Municipio 7;Da 65 a 79 anni;Maschi;3;1654
2017;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;484
