Year,Grand Prix,Sector,Driver,Time
2018,Brazil,3,C. Sainz Jr.,16.192
2018,Brazil,3,S. Vandoorne,16.23
2018,Abu-Dhabi,1,S. Vettel,16.681
2018,Abu-Dhabi,1,K. Raikkonen,16.819
2018,Abu-Dhabi,1,C. Leclerc,16.891
2018,Abu-Dhabi,1,L. Hamilton,16.893
2018,Abu-Dhabi,1,R. Grosjean,16.929
2018,Abu-Dhabi,1,V. Bottas,16.995
2018,Abu-Dhabi,1,M. Ericsson,17.052
2018,Abu-Dhabi,1,E. Ocon,17.067
2018,Abu-Dhabi,1,K. Magnussen,17.087
2018,Abu-Dhabi,1,M. Verstappen,17.094
2018,Abu-Dhabi,1,D. Ricciardo,17.127
2018,Abu-Dhabi,1,N. Hulkenberg,17.179
2018,Abu-Dhabi,1,S. Perez,17.182
2018,Abu-Dhabi,1,F. Alonso,17.191
2018,Abu-Dhabi,1,C. Sainz Jr.,17.213
2018,Abu-Dhabi,1,L. Stroll,17.385
2018,Abu-Dhabi,1,S. Sirotkin,17.423
2018,Abu-Dhabi,1,S. Vandoorne,17.438
2018,Abu-Dhabi,1,B. Hartley,17.45
2018,Abu-Dhabi,1,P. Gasly,17.459
2018,Abu-Dhabi,2,V. Bottas,40.521
2018,Abu-Dhabi,2,L. Hamilton,40.545
2018,Abu-Dhabi,2,S. Vettel,40.581
2018,Abu-Dhabi,2,K. Raikkonen,40.672
2018,Abu-Dhabi,2,C. Leclerc,40.755
2018,Abu-Dhabi,2,M. Verstappen,40.839
2018,Abu-Dhabi,2,D. Ricciardo,40.853
2018,Abu-Dhabi,2,E. Ocon,40.879
2018,Abu-Dhabi,2,R. Grosjean,40.917
2018,Abu-Dhabi,2,N. Hulkenberg,41.091
2018,Abu-Dhabi,2,S. Perez,41.18
2018,Abu-Dhabi,2,M. Ericsson,41.208
2018,Abu-Dhabi,2,K. Magnussen,41.298
2018,Abu-Dhabi,2,C. Sainz Jr.,41.303
2018,Abu-Dhabi,2,P. Gasly,41.419
2018,Abu-Dhabi,2,F. Alonso,41.538
2018,Abu-Dhabi,2,B. Hartley,41.589
2018,Abu-Dhabi,2,S. Sirotkin,41.626
2018,Abu-Dhabi,2,S. Vandoorne,41.761
2018,Abu-Dhabi,2,L. Stroll,41.865
2018,Abu-Dhabi,3,D. Ricciardo,37.263
2018,Abu-Dhabi,3,L. Hamilton,37.356
2018,Abu-Dhabi,3,V. Bottas,37.44
2018,Abu-Dhabi,3,M. Verstappen,37.634
2018,Abu-Dhabi,3,S. Vettel,37.858
2018,Abu-Dhabi,3,K. Raikkonen,37.862
2018,Abu-Dhabi,3,N. Hulkenberg,38.142
2018,Abu-Dhabi,3,R. Grosjean,38.174
2018,Abu-Dhabi,3,C. Sainz Jr.,38.389
2018,Abu-Dhabi,3,C. Leclerc,38.536
2018,Abu-Dhabi,3,E. Ocon,38.594
2018,Abu-Dhabi,3,M. Ericsson,38.869
2018,Abu-Dhabi,3,S. Perez,38.88
2018,Abu-Dhabi,3,B. Hartley,38.905
2018,Abu-Dhabi,3,K. Magnussen,38.924
2018,Abu-Dhabi,3,F. Alonso,38.973
2018,Abu-Dhabi,3,P. Gasly,39.01
2018,Abu-Dhabi,3,S. Vandoorne,39.378
2018,Abu-Dhabi,3,L. Stroll,39.432
2018,Abu-Dhabi,3,S. Sirotkin,39.586
2019,Australia,1,L. Hamilton,26.613
2019,Australia,1,V. Bottas,26.653
2019,Australia,1,M. Verstappen,26.815
2019,Australia,1,S. Vettel,26.936
2019,Australia,1,C. Leclerc,26.949
2019,Australia,1,R. Grosjean,27.1
2019,Australia,1,K. Magnussen,27.174
2019,Australia,1,K. Raikkonen,27.195
2019,Australia,1,L. Norris,27.246
2019,Australia,1,S. Perez,27.307
2019,Australia,1,N. Hulkenberg,27.366
2019,Australia,1,D. Kvyat,27.396
2019,Australia,1,A. Albon,27.41
2019,Australia,1,D. Ricciardo,27.448
2019,Australia,1,A. Giovinazzi,27.45
2019,Australia,1,L. Stroll,27.495
2019,Australia,1,C. Sainz,27.564
2019,Australia,1,P. Gasly,27.667
2019,Australia,1,G. Russell,27.998
2019,Australia,1,R. Kubica,28.21
2019,Australia,2,V. Bottas,21.877
2019,Australia,2,L. Hamilton,21.962
2019,Australia,2,S. Vettel,22.172
2019,Australia,2,C. Leclerc,22.177
2019,Australia,2,R. Grosjean,22.238
2019,Australia,2,M. Verstappen,22.252
2019,Australia,2,A. Giovinazzi,22.273
2019,Australia,2,K. Magnussen,22.322
2019,Australia,2,N. Hulkenberg,22.327
2019,Australia,2,L. Norris,22.332
2019,Australia,2,A. Albon,22.333
2019,Australia,2,D. Kvyat,22.406
2019,Australia,2,K. Raikkonen,22.409
2019,Australia,2,D. Ricciardo,22.449
2019,Australia,2,S. Perez,22.485
2019,Australia,2,L. Stroll,22.525
2019,Australia,2,P. Gasly,22.547
2019,Australia,2,C. Sainz,22.559
2019,Australia,2,G. Russell,22.872
2019,Australia,2,R. Kubica,23.279
2019,Australia,3,L. Hamilton,31.911
2019,Australia,3,V. Bottas,31.962
2019,Australia,3,S. Vettel,32.034
2019,Australia,3,C. Leclerc,32.236
2019,Australia,3,M. Verstappen,32.239
2019,Australia,3,K. Magnussen,32.403
2019,Australia,3,R. Grosjean,32.406
2019,Australia,3,K. Raikkonen,32.574
2019,Australia,3,D. Ricciardo,32.597
2019,Australia,3,L. Norris,32.606
2019,Australia,3,N. Hulkenberg,32.681
2019,Australia,3,S. Perez,32.693
2019,Australia,3,D. Kvyat,32.697
2019,Australia,3,A. Giovinazzi,32.705
2019,Australia,3,P. Gasly,32.806
2019,Australia,3,A. Albon,32.858
2019,Australia,3,L. Stroll,32.907
2019,Australia,3,C. Sainz,32.961
2019,Australia,3,G. Russell,33.49
2019,Australia,3,R. Kubica,33.908
2019,Bahrein,1,C. Leclerc,27.762
2019,Bahrein,1,S. Vettel,27.825
2019,Bahrein,1,L. Hamilton,27.946
2019,Bahrein,1,V. Bottas,28.029
2019,Bahrein,1,C. Sainz Jr.,28.037
2019,Bahrein,1,K. Raikkonen,28.108
2019,Bahrein,1,M. Verstappen,28.138
2019,Bahrein,1,A. Albon,28.148
2019,Bahrein,1,K. Magnussen,28.152
2019,Bahrein,1,L. Norris,28.211
2019,Bahrein,1,D. Ricciardo,28.285
2019,Bahrein,1,P. Gasly,28.292
2019,Bahrein,1,R. Grosjean,28.298
2019,Bahrein,1,N. Hulkenberg,28.386
2019,Bahrein,1,S. Perez Mendoza,28.454
2019,Bahrein,1,D. Kvyat,28.531
2019,Bahrein,1,L. Stroll,28.575
2019,Bahrein,1,A. Giovinazzi,28.577
2019,Bahrein,1,G. Russell,28.862
2019,Bahrein,1,R. Kubica,28.879
2019,Bahrein,2,V. Bottas,38.065
2019,Bahrein,2,C. Leclerc,38.066
2019,Bahrein,2,S. Vettel,38.12
2019,Bahrein,2,L. Hamilton,38.137
2019,Bahrein,2,M. Verstappen,38.331
2019,Bahrein,2,K. Magnussen,38.399
2019,Bahrein,2,C. Sainz Jr.,38.412
2019,Bahrein,2,L. Norris,38.414
2019,Bahrein,2,R. Grosjean,38.513
2019,Bahrein,2,K. Raikkonen,38.513
2019,Bahrein,2,P. Gasly,38.575
2019,Bahrein,2,A. Albon,38.707
2019,Bahrein,2,D. Kvyat,38.808
2019,Bahrein,2,S. Perez Mendoza,38.835
2019,Bahrein,2,A. Giovinazzi,38.835
2019,Bahrein,2,D. Ricciardo,38.857
2019,Bahrein,2,N. Hulkenberg,38.953
2019,Bahrein,2,L. Stroll,39
2019,Bahrein,2,R. Kubica,39.623
2019,Bahrein,2,G. Russell,39.799
2019,Bahrein,3,C. Leclerc,22.036
2019,Bahrein,3,V. Bottas,22.098
2019,Bahrein,3,L. Hamilton,22.104
2019,Bahrein,3,S. Vettel,22.146
2019,Bahrein,3,K. Magnussen,22.152
2019,Bahrein,3,R. Grosjean,22.204
2019,Bahrein,3,M. Verstappen,22.283
2019,Bahrein,3,D. Ricciardo,22.339
2019,Bahrein,3,K. Raikkonen,22.352
2019,Bahrein,3,C. Sainz Jr.,22.364
2019,Bahrein,3,S. Perez Mendoza,22.398
2019,Bahrein,3,L. Norris,22.418
2019,Bahrein,3,D. Kvyat,22.465
2019,Bahrein,3,A. Albon,22.479
2019,Bahrein,3,P. Gasly,22.499
2019,Bahrein,3,A. Giovinazzi,22.614
2019,Bahrein,3,L. Stroll,22.634
2019,Bahrein,3,N. Hulkenberg,22.649
2019,Bahrein,3,G. Russell,23.098
2019,Bahrein,3,R. Kubica,23.117
2019,China,1,L. Hamilton,23.921
2019,China,1,S. Vettel,23.933
2019,China,1,V. Bottas,23.988
2019,China,1,C. Leclerc,24.01
2019,China,1,M. Verstappen,24.041
2019,China,1,R. Grosjean,24.194
2019,China,1,K. Magnussen,24.296
2019,China,1,D. Kvyat,24.299
2019,China,1,P. Gasly,24.326
2019,China,1,D. Ricciardo,24.336
2019,China,1,N. Hulkenberg,24.351
2019,China,1,C. Sainz,24.452
2019,China,1,S. Perez Mendoza,24.466
2019,China,1,K. Raikkonen,24.489
2019,China,1,L. Norris,24.497
2019,China,1,L. Stroll,24.538
2019,China,1,G. Russell,24.848
2019,China,1,R. Kubica,24.896
2019,China,1,A. Giovinazzi,29.619
2019,China,2,L. Hamilton,27.016
2019,China,2,V. Bottas,27.051
2019,China,2,C. Leclerc,27.133
2019,China,2,S. Vettel,27.135
2019,China,2,M. Verstappen,27.176
2019,China,2,N. Hulkenberg,27.451
2019,China,2,K. Magnussen,27.463
2019,China,2,S. Perez Mendoza,27.527
2019,China,2,D. Kvyat,27.552
2019,China,2,D. Ricciardo,27.577
2019,China,2,C. Sainz,27.584
2019,China,2,R. Grosjean,27.603
2019,China,2,P. Gasly,27.624
2019,China,2,K. Raikkonen,27.649
2019,China,2,L. Norris,27.828
2019,China,2,L. Stroll,27.927
2019,China,2,R. Kubica,28.18
2019,China,2,G. Russell,28.203
2019,China,2,A. Giovinazzi,37.651
2019,China,3,L. Hamilton,40.24
2019,China,3,V. Bottas,40.383
2019,China,3,S. Vettel,40.438
2019,China,3,C. Leclerc,40.499
2019,China,3,M. Verstappen,40.636
2019,China,3,P. Gasly,40.854
2019,China,3,N. Hulkenberg,40.877
2019,China,3,D. Ricciardo,40.999
2019,China,3,D. Kvyat,41.119
2019,China,3,C. Sainz,41.181
2019,China,3,K. Magnussen,41.188
2019,China,3,K. Raikkonen,41.193
2019,China,3,S. Perez Mendoza,41.251
2019,China,3,R. Grosjean,41.359
2019,China,3,L. Norris,41.522
2019,China,3,L. Stroll,41.616
2019,China,3,G. Russell,42.026
2019,China,3,R. Kubica,42.137
2019,China,3,A. Giovinazzi,01:02.1
2019,Azerbaijan,1,S. Vettel,35.326
2019,Azerbaijan,1,V. Bottas,35.359
2019,Azerbaijan,1,L. Hamilton,35.384
2019,Azerbaijan,1,M. Verstappen,35.482
2019,Azerbaijan,1,P. Gasly,35.565
2019,Azerbaijan,1,C. Leclerc,35.605
2019,Azerbaijan,1,L. Norris,35.646
2019,Azerbaijan,1,D. Kvyat,35.648
2019,Azerbaijan,1,S. Perez,35.688
2019,Azerbaijan,1,A. Albon,35.784
2019,Azerbaijan,1,C. Sainz,35.872
2019,Azerbaijan,1,K. Raikkonen,35.9
2019,Azerbaijan,1,D. Ricciardo,36.014
2019,Azerbaijan,1,A. Giovinazzi,36.099
2019,Azerbaijan,1,K. Magnussen,36.1
2019,Azerbaijan,1,L. Stroll,36.164
2019,Azerbaijan,1,R. Grosjean,36.391
2019,Azerbaijan,1,N. Hulkenberg,36.496
2019,Azerbaijan,1,G. Russell,36.696
2019,Azerbaijan,1,R. Kubica,36.93
2019,Azerbaijan,2,L. Hamilton,40.253
2019,Azerbaijan,2,V. Bottas,40.4
2019,Azerbaijan,2,M. Verstappen,40.462
2019,Azerbaijan,2,S. Vettel,40.473
2019,Azerbaijan,2,D. Kvyat,40.761
2019,Azerbaijan,2,C. Leclerc,40.794
2019,Azerbaijan,2,P. Gasly,40.866
2019,Azerbaijan,2,S. Perez,40.928
2019,Azerbaijan,2,L. Norris,40.981
2019,Azerbaijan,2,C. Sainz,41.041
2019,Azerbaijan,2,A. Albon,41.261
2019,Azerbaijan,2,A. Giovinazzi,41.296
2019,Azerbaijan,2,K. Raikkonen,41.332
2019,Azerbaijan,2,D. Ricciardo,41.348
2019,Azerbaijan,2,K. Magnussen,41.386
2019,Azerbaijan,2,L. Stroll,41.464
2019,Azerbaijan,2,R. Grosjean,41.58
2019,Azerbaijan,2,N. Hulkenberg,41.73
2019,Azerbaijan,2,G. Russell,42.304
2019,Azerbaijan,2,R. Kubica,42.361
2019,Azerbaijan,3,A. Giovinazzi,24.614
2019,Azerbaijan,3,L. Hamilton,24.698
2019,Azerbaijan,3,V. Bottas,24.736
2019,Azerbaijan,3,K. Raikkonen,24.75
2019,Azerbaijan,3,S. Vettel,24.764
2019,Azerbaijan,3,C. Leclerc,24.787
2019,Azerbaijan,3,S. Perez,24.836
2019,Azerbaijan,3,K. Magnussen,24.884
2019,Azerbaijan,3,C. Sainz,24.888
2019,Azerbaijan,3,P. Gasly,24.904
2019,Azerbaijan,3,R. Grosjean,24.982
2019,Azerbaijan,3,D. Ricciardo,24.984
2019,Azerbaijan,3,M. Verstappen,24.985
2019,Azerbaijan,3,L. Stroll,24.987
2019,Azerbaijan,3,A. Albon,25.001
2019,Azerbaijan,3,L. Norris,25.071
2019,Azerbaijan,3,D. Kvyat,25.091
2019,Azerbaijan,3,N. Hulkenberg,25.201
2019,Azerbaijan,3,G. Russell,25.564
2019,Azerbaijan,3,R. Kubica,25.982
2019,Spain,1,S. Vettel,21.284
2019,Spain,1,V. Bottas,21.488
2019,Spain,1,C. Leclerc,21.537
2019,Spain,1,L. Hamilton,21.56
2019,Spain,1,C. Sainz,21.634
2019,Spain,1,R. Grosjean,21.664
2019,Spain,1,M. Verstappen,21.685
2019,Spain,1,K. Raikkonen,21.705
2019,Spain,1,D. Ricciardo,21.713
2019,Spain,1,L. Norris,21.732
2019,Spain,1,A. Albon,21.796
2019,Spain,1,D. Kvyat,21.802
2019,Spain,1,P. Gasly,21.833
2019,Spain,1,K. Magnussen,21.833
2019,Spain,1,L. Stroll,21.835
2019,Spain,1,A. Giovinazzi,21.852
2019,Spain,1,S. Perez,21.886
2019,Spain,1,N. Hulkenberg,21.979
2019,Spain,1,G. Russell,22.113
2019,Spain,1,R. Kubica,22.227
2019,Spain,2,V. Bottas,28.04
2019,Spain,2,L. Hamilton,28.116
2019,Spain,2,M. Verstappen,28.274
2019,Spain,2,S. Vettel,28.357
2019,Spain,2,C. Leclerc,28.405
2019,Spain,2,P. Gasly,28.429
2019,Spain,2,K. Magnussen,28.438
2019,Spain,2,R. Grosjean,28.448
2019,Spain,2,D. Kvyat,28.701
2019,Spain,2,L. Norris,28.733
2019,Spain,2,D. Ricciardo,28.761
2019,Spain,2,C. Sainz,28.791
2019,Spain,2,A. Albon,28.801
2019,Spain,2,S. Perez,28.908
2019,Spain,2,L. Stroll,28.997
2019,Spain,2,K. Raikkonen,29.055
2019,Spain,2,N. Hulkenberg,29.063
2019,Spain,2,A. Giovinazzi,29.097
2019,Spain,2,G. Russell,29.4
2019,Spain,2,R. Kubica,29.726
2019,Spain,3,V. Bottas,25.878
2019,Spain,3,L. Hamilton,26.112
2019,Spain,3,M. Verstappen,26.322
2019,Spain,3,P. Gasly,26.358
2019,Spain,3,C. Leclerc,26.513
2019,Spain,3,S. Vettel,26.611
2019,Spain,3,K. Magnussen,26.612
2019,Spain,3,D. Kvyat,26.702
2019,Spain,3,D. Ricciardo,26.749
2019,Spain,3,R. Grosjean,26.765
2019,Spain,3,L. Norris,26.811
2019,Spain,3,A. Albon,26.848
2019,Spain,3,K. Raikkonen,26.973
2019,Spain,3,S. Perez,27.015
2019,Spain,3,N. Hulkenberg,27.118
2019,Spain,3,C. Sainz,27.128
2019,Spain,3,L. Stroll,27.55
2019,Spain,3,A. Giovinazzi,27.559
2019,Spain,3,G. Russell,27.559
2019,Spain,3,R. Kubica,28.097
2019,Monaco,1,L. Hamilton,18.28
2019,Monaco,1,V. Bottas,18.354
2019,Monaco,1,S. Vettel,18.466
2019,Monaco,1,M. Verstappen,18.511
2019,Monaco,1,P. Gasly,18.658
2019,Monaco,1,C. Sainz,18.671
2019,Monaco,1,K. Magnussen,18.693
2019,Monaco,1,D. Kvyat,18.746
2019,Monaco,1,D. Ricciardo,18.769
2019,Monaco,1,A. Giovinazzi,18.782
2019,Monaco,1,N. Hulkenberg,18.785
2019,Monaco,1,A. Albon,18.791
2019,Monaco,1,R. Grosjean,18.874
2019,Monaco,1,L. Norris,18.882
2019,Monaco,1,K. Raikkonen,18.901
2019,Monaco,1,C. Leclerc,18.903
2019,Monaco,1,S. Perez,18.945
2019,Monaco,1,L. Stroll,19.124
2019,Monaco,1,G. Russell,19.257
2019,Monaco,1,R. Kubica,19.267
2019,Monaco,2,V. Bottas,33.026
2019,Monaco,2,L. Hamilton,33.096
2019,Monaco,2,M. Verstappen,33.24
2019,Monaco,2,P. Gasly,33.37
2019,Monaco,2,K. Magnussen,33.425
2019,Monaco,2,S. Vettel,33.444
2019,Monaco,2,D. Kvyat,33.47
2019,Monaco,2,D. Ricciardo,33.525
2019,Monaco,2,R. Grosjean,33.67
2019,Monaco,2,L. Norris,33.699
2019,Monaco,2,A. Albon,33.714
2019,Monaco,2,C. Sainz,33.716
2019,Monaco,2,C. Leclerc,33.763
2019,Monaco,2,K. Raikkonen,33.789
2019,Monaco,2,N. Hulkenberg,33.824
2019,Monaco,2,A. Giovinazzi,33.844
2019,Monaco,2,S. Perez,34.039
2019,Monaco,2,L. Stroll,34.199
2019,Monaco,2,R. Kubica,34.548
2019,Monaco,2,G. Russell,34.622
2019,Monaco,3,L. Hamilton,18.667
2019,Monaco,3,V. Bottas,18.685
2019,Monaco,3,M. Verstappen,18.789
2019,Monaco,3,D. Ricciardo,18.863
2019,Monaco,3,P. Gasly,18.892
2019,Monaco,3,A. Albon,18.906
2019,Monaco,3,D. Kvyat,18.933
2019,Monaco,3,K. Magnussen,18.968
2019,Monaco,3,S. Vettel,18.972
2019,Monaco,3,C. Sainz,19.03
2019,Monaco,3,N. Hulkenberg,19.061
2019,Monaco,3,L. Norris,19.093
2019,Monaco,3,C. Leclerc,19.118
2019,Monaco,3,K. Raikkonen,19.121
2019,Monaco,3,R. Grosjean,19.202
2019,Monaco,3,S. Perez,19.216
2019,Monaco,3,A. Giovinazzi,19.238
2019,Monaco,3,L. Stroll,19.427
2019,Monaco,3,G. Russell,19.585
2019,Monaco,3,R. Kubica,19.841
2019,Canada,1,L. Hamilton,19.323
2019,Canada,1,S. Vettel,19.357
2019,Canada,1,V. Bottas,19.449
2019,Canada,1,C. Leclerc,19.483
2019,Canada,1,P. Gasly,19.53
2019,Canada,1,D. Ricciardo,19.591
2019,Canada,1,M. Verstappen,19.613
2019,Canada,1,K. Magnussen,19.683
2019,Canada,1,N. Hulkenberg,19.741
2019,Canada,1,C. Sainz,19.757
2019,Canada,1,A. Albon,19.778
2019,Canada,1,L. Norris,19.792
2019,Canada,1,R. Grosjean,19.806
2019,Canada,1,D. Kvyat,19.828
2019,Canada,1,A. Giovinazzi,20.038
2019,Canada,1,S. Perez,20.055
2019,Canada,1,L. Stroll,20.082
2019,Canada,1,K. Raikkonen,20.102
2019,Canada,1,G. Russell,20.493
2019,Canada,1,R. Kubica,20.708
2019,Canada,2,L. Hamilton,22.369
2019,Canada,2,C. Leclerc,22.418
2019,Canada,2,S. Vettel,22.427
2019,Canada,2,P. Gasly,22.569
2019,Canada,2,D. Ricciardo,22.613
2019,Canada,2,V. Bottas,22.618
2019,Canada,2,N. Hulkenberg,22.701
2019,Canada,2,M. Verstappen,22.727
2019,Canada,2,C. Sainz,22.871
2019,Canada,2,A. Albon,22.885
2019,Canada,2,L. Norris,22.897
2019,Canada,2,D. Kvyat,22.903
2019,Canada,2,K. Magnussen,22.91
2019,Canada,2,A. Giovinazzi,22.927
2019,Canada,2,S. Perez,22.945
2019,Canada,2,K. Raikkonen,22.961
2019,Canada,2,R. Grosjean,22.995
2019,Canada,2,L. Stroll,23.062
2019,Canada,2,G. Russell,23.386
2019,Canada,2,R. Kubica,23.772
2019,Canada,3,S. Vettel,28.449
2019,Canada,3,C. Leclerc,28.633
2019,Canada,3,L. Hamilton,28.683
2019,Canada,3,D. Ricciardo,28.766
2019,Canada,3,C. Sainz,28.78
2019,Canada,3,N. Hulkenberg,28.838
2019,Canada,3,L. Norris,28.88
2019,Canada,3,V. Bottas,28.903
2019,Canada,3,P. Gasly,28.906
2019,Canada,3,L. Stroll,28.937
2019,Canada,3,K. Magnussen,28.954
2019,Canada,3,A. Giovinazzi,28.958
2019,Canada,3,D. Kvyat,29.021
2019,Canada,3,M. Verstappen,29.043
2019,Canada,3,R. Grosjean,29.076
2019,Canada,3,K. Raikkonen,29.084
2019,Canada,3,A. Albon,29.085
2019,Canada,3,S. Perez,29.148
2019,Canada,3,G. Russell,29.624
2019,Canada,3,R. Kubica,29.913
2019,France,1,L. Hamilton,21.951
2019,France,1,V. Bottas,22.046
2019,France,1,C. Leclerc,22.184
2019,France,1,C. Sainz,22.254
2019,France,1,M. Verstappen,22.279
2019,France,1,L. Norris,22.369
2019,France,1,S. Vettel,22.37
2019,France,1,D. Ricciardo,22.514
2019,France,1,P. Gasly,22.523
2019,France,1,A. Albon,22.57
2019,France,1,N. Hulkenberg,22.61
2019,France,1,K. Raikkonen,22.651
2019,France,1,A. Giovinazzi,22.667
2019,France,1,K. Magnussen,22.791
2019,France,1,R. Grosjean,22.804
2019,France,1,S. Perez,22.815
2019,France,1,D. Kvyat,22.929
2019,France,1,L. Stroll,23.164
2019,France,1,G. Russell,23.22
2019,France,1,R. Kubica,23.566
2019,France,2,L. Hamilton,27.3
2019,France,2,S. Vettel,27.388
2019,France,2,C. Leclerc,27.434
2019,France,2,V. Bottas,27.493
2019,France,2,N. Hulkenberg,27.583
2019,France,2,D. Ricciardo,27.63
2019,France,2,L. Norris,27.631
2019,France,2,C. Sainz,27.648
2019,France,2,M. Verstappen,27.652
2019,France,2,A. Giovinazzi,27.745
2019,France,2,K. Raikkonen,27.754
2019,France,2,A. Albon,27.863
2019,France,2,P. Gasly,27.88
2019,France,2,K. Magnussen,27.921
2019,France,2,S. Perez,28.038
2019,France,2,L. Stroll,28.15
2019,France,2,R. Grosjean,28.183
2019,France,2,D. Kvyat,28.196
2019,France,2,G. Russell,28.491
2019,France,2,R. Kubica,28.649
2019,France,3,L. Hamilton,39.005
2019,France,3,V. Bottas,39.066
2019,France,3,C. Leclerc,39.215
2019,France,3,L. Norris,39.407
2019,France,3,M. Verstappen,39.455
2019,France,3,C. Sainz,39.611
2019,France,3,S. Vettel,39.675
2019,France,3,P. Gasly,39.685
2019,France,3,D. Ricciardo,39.725
2019,France,3,S. Perez,39.808
2019,France,3,A. Albon,39.857
2019,France,3,K. Raikkonen,39.94
2019,France,3,A. Giovinazzi,39.996
2019,France,3,K. Magnussen,40.105
2019,France,3,N. Hulkenberg,40.128
2019,France,3,L. Stroll,40.412
2019,France,3,D. Kvyat,40.439
2019,France,3,R. Grosjean,40.562
2019,France,3,R. Kubica,40.99
2019,France,3,G. Russell,41.078
2019,Austria,1,C. Leclerc,15.952
2019,Austria,1,S. Vettel,16.025
2019,Austria,1,L. Hamilton,16.071
2019,Austria,1,V. Bottas,16.099
2019,Austria,1,M. Verstappen,16.122
2019,Austria,1,A. Giovinazzi,16.13
2019,Austria,1,K. Raikkonen,16.152
2019,Austria,1,P. Gasly,16.16
2019,Austria,1,N. Hulkenberg,16.162
2019,Austria,1,L. Norris,16.193
2019,Austria,1,D. Ricciardo,16.206
2019,Austria,1,C. Sainz,16.218
2019,Austria,1,A. Albon,16.268
2019,Austria,1,L. Stroll,16.298
2019,Austria,1,S. Perez,16.322
2019,Austria,1,G. Russell,16.39
2019,Austria,1,D. Kvyat,16.406
2019,Austria,1,K. Magnussen,16.413
2019,Austria,1,R. Grosjean,16.442
2019,Austria,1,R. Kubica,16.715
2019,Austria,2,C. Leclerc,27.961
2019,Austria,2,L. Hamilton,28.104
2019,Austria,2,V. Bottas,28.126
2019,Austria,2,M. Verstappen,28.175
2019,Austria,2,K. Raikkonen,28.282
2019,Austria,2,S. Vettel,28.308
2019,Austria,2,P. Gasly,28.309
2019,Austria,2,K. Magnussen,28.35
2019,Austria,2,L. Norris,28.386
2019,Austria,2,A. Giovinazzi,28.469
2019,Austria,2,R. Grosjean,28.473
2019,Austria,2,A. Albon,28.523
2019,Austria,2,N. Hulkenberg,28.532
2019,Austria,2,D. Kvyat,28.561
2019,Austria,2,S. Perez,28.563
2019,Austria,2,C. Sainz,28.594
2019,Austria,2,L. Stroll,28.734
2019,Austria,2,D. Ricciardo,28.755
2019,Austria,2,G. Russell,29.306
2019,Austria,2,R. Kubica,29.344
2019,Austria,3,C. Leclerc,19.05
2019,Austria,3,L. Hamilton,19.087
2019,Austria,3,V. Bottas,19.137
2019,Austria,3,M. Verstappen,19.142
2019,Austria,3,K. Magnussen,19.278
2019,Austria,3,S. Vettel,19.334
2019,Austria,3,R. Grosjean,19.396
2019,Austria,3,A. Giovinazzi,19.404
2019,Austria,3,P. Gasly,19.455
2019,Austria,3,L. Norris,19.484
2019,Austria,3,K. Raikkonen,19.522
2019,Austria,3,C. Sainz,19.608
2019,Austria,3,D. Ricciardo,19.686
2019,Austria,3,N. Hulkenberg,19.699
2019,Austria,3,A. Albon,19.751
2019,Austria,3,L. Stroll,19.8
2019,Austria,3,S. Perez,19.838
2019,Austria,3,D. Kvyat,19.992
2019,Austria,3,R. Kubica,20.14
2019,Austria,3,G. Russell,20.15
2019,Great-Britain,1,C. Leclerc,27.366
2019,Great-Britain,1,L. Hamilton,27.449
2019,Great-Britain,1,V. Bottas,27.466
2019,Great-Britain,1,N. Hulkenberg,27.495
2019,Great-Britain,1,M. Verstappen,27.507
2019,Great-Britain,1,S. Vettel,27.546
2019,Great-Britain,1,P. Gasly,27.55
2019,Great-Britain,1,D. Ricciardo,27.571
2019,Great-Britain,1,K. Raikkonen,27.662
2019,Great-Britain,1,L. Stroll,27.678
2019,Great-Britain,1,C. Sainz,27.718
2019,Great-Britain,1,A. Albon,27.734
2019,Great-Britain,1,L. Norris,27.756
2019,Great-Britain,1,A. Giovinazzi,27.78
2019,Great-Britain,1,S. Perez,27.788
2019,Great-Britain,1,R. Grosjean,27.836
2019,Great-Britain,1,D. Kvyat,27.847
2019,Great-Britain,1,K. Magnussen,27.892
2019,Great-Britain,1,G. Russell,28.154
2019,Great-Britain,1,R. Kubica,28.268
2019,Great-Britain,2,V. Bottas,34.408
2019,Great-Britain,2,L. Hamilton,34.486
2019,Great-Britain,2,C. Leclerc,34.487
2019,Great-Britain,2,M. Verstappen,34.516
2019,Great-Britain,2,P. Gasly,34.652
2019,Great-Britain,2,S. Vettel,34.748
2019,Great-Britain,2,R. Grosjean,34.851
2019,Great-Britain,2,L. Norris,34.932
2019,Great-Britain,2,C. Sainz,34.96
2019,Great-Britain,2,A. Albon,34.987
2019,Great-Britain,2,D. Ricciardo,35.051
2019,Great-Britain,2,S. Perez,35.067
2019,Great-Britain,2,N. Hulkenberg,35.115
2019,Great-Britain,2,A. Giovinazzi,35.143
2019,Great-Britain,2,K. Magnussen,35.157
2019,Great-Britain,2,K. Raikkonen,35.18
2019,Great-Britain,2,D. Kvyat,35.181
2019,Great-Britain,2,L. Stroll,35.246
2019,Great-Britain,2,G. Russell,35.725
2019,Great-Britain,2,R. Kubica,35.894
2019,Great-Britain,3,L. Hamilton,23.07
2019,Great-Britain,3,V. Bottas,23.171
2019,Great-Britain,3,M. Verstappen,23.253
